2015-09-08 00:00:00,102,21271,306,407,offline,476,509
2015-09-09 00:00:00,102,22001,303,401,offline,1702,18
2015-09-09 00:00:00,102,21347,303,401,offline,1132,129
2015-09-09 00:00:00,102,22046,305,412,offline,1202,46
2015-09-09 00:00:00,102,20226,303,401,offline,938,106
2015-09-09 00:00:00,102,21869,306,407,offline,915,26
2015-09-09 00:00:00,103,20973,306,407,offline,533,459
2015-09-09 00:00:00,103,20092,306,407,offline,738,153
2015-09-09 00:00:00,103,20260,306,407,offline,618,108
2015-09-09 00:00:00,103,21003,306,407,offline,598,105
2015-09-09 00:00:00,103,20008,303,401,offline,662,12
2015-09-09 00:00:00,102,21003,306,407,offline,609,408
2015-09-09 00:00:00,104,20085,301,405,online,913,22
2015-09-09 00:00:00,104,20862,307,403,online,537,27
2015-09-09 00:00:00,104,21246,307,403,online,549,25
2015-09-09 00:00:00,104,21088,301,405,online,775,15
2015-09-09 00:00:00,105,20413,306,407,online,833,148
2015-09-09 00:00:00,104,20003,301,405,online,744,165
2015-09-09 00:00:00,102,20092,306,407,offline,738,207
2015-09-09 00:00:00,102,21442,302,408,offline,790,25
2015-09-09 00:00:00,102,21003,306,407,offline,598,105
2015-09-09 00:00:00,104,21183,307,403,online,440,34
2015-09-09 00:00:00,102,20230,306,407,offline,869,73
2015-09-09 00:00:00,102,20650,306,407,offline,732,307
2015-09-09 00:00:00,102,20996,306,407,offline,435,102
2015-09-09 00:00:00,101,20662,305,412,offline,211,56
2015-09-09 00:00:00,102,20895,306,407,offline,814,37
2015-09-09 00:00:00,102,21619,306,402,offline,265,505
2015-09-09 00:00:00,102,20189,305,412,offline,226,83
2015-09-09 00:00:00,103,21920,305,412,offline,764,43
2015-09-09 00:00:00,102,20323,305,412,offline,103,82
2015-09-09 00:00:00,102,21297,306,407,offline,1211,45
2015-09-09 00:00:00,103,21517,306,407,offline,846,6
2015-09-09 00:00:00,102,20855,306,407,offline,1573,15
2015-09-09 00:00:00,101,20260,306,407,offline,606,208
2015-09-09 00:00:00,101,20498,306,407,offline,680,401
2015-09-09 00:00:00,103,20694,305,412,offline,1411,22
2015-09-09 00:00:00,101,21239,306,407,offline,1213,36
2015-09-10 00:00:00,101,21381,306,407,offline,1011,53
2015-09-10 00:00:00,101,21187,303,401,offline,398,205
2015-09-10 00:00:00,104,22021,307,403,online,440,73
2015-09-10 00:00:00,105,21744,302,408,online,566,51
2015-09-10 00:00:00,103,20988,303,401,offline,502,103
2015-09-10 00:00:00,103,21362,302,408,offline,1086,151
2015-09-10 00:00:00,102,20895,306,407,offline,806,36
2015-09-10 00:00:00,102,22046,305,412,offline,1210,11
2015-09-10 00:00:00,102,21517,306,407,offline,842,300
2015-09-10 00:00:00,102,20774,306,407,offline,842,306
2015-09-10 00:00:00,101,21579,306,407,offline,1302,25
2015-09-10 00:00:00,102,21099,306,407,offline,477,38
2015-09-10 00:00:00,101,20402,303,401,offline,617,53
2015-09-10 00:00:00,102,21271,306,407,offline,460,21
2015-09-10 00:00:00,104,21565,307,403,offline,1402,10
2015-09-10 00:00:00,103,20498,306,407,offline,682,57
2015-09-10 00:00:00,101,22047,306,407,offline,1001,205
2015-09-10 00:00:00,102,21402,306,407,offline,876,29
2015-09-10 00:00:00,103,20459,305,412,offline,1655,19
2015-09-10 00:00:00,103,20457,305,412,offline,162,21
2015-09-10 00:00:00,103,20514,302,408,offline,782,106
2015-09-10 00:00:00,103,20459,305,412,offline,1667,11
2015-09-10 00:00:00,103,21703,305,412,offline,417,83
2015-09-10 00:00:00,103,20662,305,412,offline,210,33
2015-09-10 00:00:00,101,21234,302,408,offline,982,33
2015-09-10 00:00:00,101,22041,306,407,offline,801,15
2015-09-10 00:00:00,101,21381,306,407,offline,1017,82
2015-09-10 00:00:00,102,20977,302,408,offline,498,29
2015-09-10 00:00:00,101,21271,306,407,offline,475,85
2015-09-10 00:00:00,103,21350,305,412,offline,250,33
2015-09-10 00:00:00,101,20230,306,407,offline,869,44
2015-09-11 00:00:00,102,20810,306,407,offline,670,23
2015-09-11 00:00:00,101,21003,306,407,offline,599,105
2015-09-11 00:00:00,101,20260,306,407,offline,604,539
2015-09-11 00:00:00,101,20586,306,407,offline,964,28
2015-09-11 00:00:00,101,20810,306,407,offline,671,206
2015-09-11 00:00:00,101,21297,306,407,offline,1213,59
2015-09-11 00:00:00,102,20323,305,412,offline,96,106
2015-09-11 00:00:00,102,21881,306,407,offline,516,29
2015-09-11 00:00:00,104,20003,301,405,online,742,22
2015-09-11 00:00:00,104,20416,301,405,online,769,24
2015-09-11 00:00:00,102,20174,303,401,offline,1667,20
2015-09-11 00:00:00,102,20680,306,407,offline,1141,18
2015-09-11 00:00:00,105,21787,302,408,online,889,253
2015-09-11 00:00:00,105,21819,306,402,online,271,58
2015-09-11 00:00:00,105,21254,306,402,online,381,39
2015-09-11 00:00:00,105,21937,306,407,online,706,46
2015-09-11 00:00:00,105,20194,305,412,online,201,25
2015-09-11 00:00:00,105,21122,306,407,online,1031,112
2015-09-11 00:00:00,105,20650,306,407,online,744,48
2015-09-11 00:00:00,102,21542,306,407,offline,676,57
2015-09-11 00:00:00,102,22082,305,412,offline,2009,6
2015-09-11 00:00:00,102,20082,305,412,offline,1153,17
2015-09-11 00:00:00,102,21052,303,401,offline,1509,16
2015-09-11 00:00:00,102,20607,306,407,offline,726,102
2015-09-11 00:00:00,102,21350,305,412,offline,254,101
2015-09-11 00:00:00,102,20989,302,408,offline,1505,8
2015-09-11 00:00:00,103,21542,306,407,offline,683,107
2015-09-11 00:00:00,103,20916,306,407,offline,486,304
2015-09-11 00:00:00,102,20850,306,407,offline,598,36
2015-09-11 00:00:00,102,21475,306,407,offline,1287,130
2015-09-11 00:00:00,102,20584,306,407,offline,774,24
2015-09-11 00:00:00,102,21003,306,407,offline,592,57
2015-09-11 00:00:00,102,20498,306,407,offline,673,1004
2015-09-11 00:00:00,102,20043,302,408,offline,1218,11
2015-09-11 00:00:00,102,21690,303,401,offline,567,252
2015-09-11 00:00:00,103,20260,306,407,offline,611,306
2015-09-11 00:00:00,103,22041,306,407,offline,805,22
2015-09-11 00:00:00,101,20826,302,408,offline,1239,124
2015-09-11 00:00:00,105,20354,303,401,offline,1419,9
2015-09-11 00:00:00,105,20883,306,407,offline,2315,3
2015-09-11 00:00:00,102,20977,302,408,offline,488,49
2015-09-11 00:00:00,103,21295,302,408,offline,785,32
2015-09-11 00:00:00,102,20230,306,407,offline,876,57
2015-09-11 00:00:00,102,20780,306,407,offline,924,207
2015-09-11 00:00:00,101,20780,306,407,offline,924,58
2015-09-11 00:00:00,101,20584,306,407,offline,786,67
2015-09-11 00:00:00,101,20498,306,407,offline,685,32
2015-09-11 00:00:00,101,21739,306,407,offline,767,36
2015-09-11 00:00:00,101,20498,306,407,offline,676,51
2015-09-11 00:00:00,101,22047,306,407,offline,996,59
2015-09-11 00:00:00,101,20850,306,407,offline,605,82
2015-09-11 00:00:00,101,20964,306,407,offline,1328,21
2015-09-11 00:00:00,101,20810,306,407,offline,675,7
2015-09-11 00:00:00,101,21381,306,407,offline,1025,52
2015-09-11 00:00:00,103,21745,303,401,offline,1718,45
2015-09-11 00:00:00,103,21499,303,401,offline,2011,27
2015-09-11 00:00:00,102,20977,302,408,offline,497,77
2015-09-11 00:00:00,103,20988,303,401,offline,518,21
2015-09-11 00:00:00,102,20586,306,407,offline,978,39
2015-09-11 00:00:00,102,20230,306,407,offline,864,66
2015-09-11 00:00:00,103,20973,306,407,offline,539,206
2015-09-11 00:00:00,101,22041,306,407,offline,807,79
2015-09-11 00:00:00,103,21790,302,408,offline,3005,8
2015-09-12 00:00:00,101,21484,305,412,offline,311,49
2015-09-12 00:00:00,101,20354,303,401,offline,1423,17
2015-09-12 00:00:00,103,21371,305,412,offline,1817,11
2015-09-12 00:00:00,104,20448,308,404,online,962,9
2015-09-12 00:00:00,104,21831,308,404,online,1108,24
2015-09-12 00:00:00,105,21881,306,407,online,534,106
2015-09-12 00:00:00,104,20877,308,404,online,422,520
2015-09-12 00:00:00,104,21081,307,403,online,372,13
2015-09-12 00:00:00,104,21081,307,403,online,374,181
2015-09-12 00:00:00,105,21177,302,408,online,826,20
2015-09-12 00:00:00,102,20712,306,407,offline,773,32
2015-09-12 00:00:00,102,20810,306,407,offline,671,204
2015-09-12 00:00:00,102,21742,303,401,offline,3015,5
2015-09-12 00:00:00,102,21588,303,401,offline,1140,28
2015-09-12 00:00:00,103,20598,303,401,offline,1465,9
2015-09-12 00:00:00,103,20912,305,412,offline,463,13
2015-09-12 00:00:00,102,20327,302,408,offline,1350,22
2015-09-12 00:00:00,101,20260,306,407,offline,618,203
2015-09-12 00:00:00,102,20973,306,407,offline,533,206
2015-09-12 00:00:00,103,21499,303,401,offline,2011,5
2015-09-12 00:00:00,102,21052,303,401,offline,1518,12
2015-09-12 00:00:00,102,21279,302,408,offline,1311,55
2015-09-12 00:00:00,102,21993,302,408,offline,1812,9
2015-09-12 00:00:00,102,21350,305,412,offline,259,158
2015-09-12 00:00:00,103,21588,303,401,offline,1141,14
2015-09-12 00:00:00,103,21657,306,407,offline,522,159
2015-09-12 00:00:00,101,21402,306,407,offline,869,41
2015-09-12 00:00:00,102,20322,306,407,offline,769,354
2015-09-12 00:00:00,103,21271,306,407,offline,467,255
2015-09-12 00:00:00,103,20973,306,407,offline,544,20
2015-09-12 00:00:00,101,21239,306,407,offline,1216,24
2015-09-12 00:00:00,101,21579,306,407,offline,1317,34
2015-09-12 00:00:00,103,20702,305,412,offline,317,10
2015-09-12 00:00:00,101,20283,306,407,offline,601,105
2015-09-12 00:00:00,101,21764,302,408,offline,694,63
2015-09-12 00:00:00,101,20279,306,407,offline,656,54
2015-09-12 00:00:00,103,20226,303,401,offline,930,54
2015-09-12 00:00:00,102,22047,306,407,offline,997,66
2015-09-12 00:00:00,102,20973,306,407,offline,534,82
2015-09-12 00:00:00,102,21644,303,401,offline,313,27
2015-09-12 00:00:00,102,20988,303,401,offline,508,22
2015-09-12 00:00:00,102,20226,303,401,offline,934,17
2015-09-12 00:00:00,102,20226,303,401,offline,931,101
2015-09-12 00:00:00,102,20378,306,407,offline,772,29
2015-09-12 00:00:00,101,21297,306,407,offline,1205,301
2015-09-12 00:00:00,102,20322,306,407,offline,768,41
2015-09-12 00:00:00,102,20973,306,407,offline,532,107
2015-09-12 00:00:00,102,20302,305,412,offline,363,59
2015-09-12 00:00:00,102,22035,305,412,offline,2016,7
2015-09-13 00:00:00,101,22035,305,412,offline,2013,58
2015-09-13 00:00:00,101,20579,306,407,offline,619,54
2015-09-13 00:00:00,101,20663,306,407,offline,667,157
2015-09-13 00:00:00,102,20671,306,407,offline,946,39
2015-09-13 00:00:00,102,20260,306,407,offline,610,404
2015-09-13 00:00:00,101,21971,303,401,offline,1258,1006
2015-09-13 00:00:00,104,21088,301,405,online,779,21
2015-09-13 00:00:00,104,21081,307,403,online,363,48
2015-09-13 00:00:00,102,21744,302,408,offline,568,107
2015-09-13 00:00:00,102,20608,302,408,offline,1214,34
2015-09-13 00:00:00,102,20322,306,407,offline,768,108
2015-09-13 00:00:00,102,20571,306,407,offline,772,63
2015-09-13 00:00:00,102,20457,305,412,offline,156,105
2015-09-13 00:00:00,102,21600,306,407,offline,642,203
2015-09-13 00:00:00,102,21610,306,407,offline,608,59
2015-09-13 00:00:00,102,20279,306,407,offline,650,34
2015-09-13 00:00:00,102,20576,302,408,offline,1012,22
2015-09-13 00:00:00,102,21258,302,408,offline,959,10
2015-09-13 00:00:00,102,21347,303,401,offline,1130,29
2015-09-13 00:00:00,102,20810,306,407,offline,673,34
2015-09-13 00:00:00,102,20973,306,407,offline,545,358
2015-09-13 00:00:00,101,21413,303,401,offline,1407,37
2015-09-13 00:00:00,101,20174,303,401,offline,1650,22
2015-09-13 00:00:00,101,21484,305,412,offline,308,26
2015-09-13 00:00:00,101,21703,305,412,offline,421,21
2015-09-13 00:00:00,102,20082,305,412,offline,1160,14
2015-09-13 00:00:00,102,21413,303,401,offline,1410,28
2015-09-13 00:00:00,102,20518,305,412,offline,1070,28
2015-09-13 00:00:00,101,21517,306,407,offline,836,39
2015-09-13 00:00:00,101,21121,305,412,offline,251,309
2015-09-13 00:00:00,101,21588,303,401,offline,1138,43
2015-09-14 00:00:00,101,21613,302,408,offline,898,408
2015-09-14 00:00:00,105,20200,305,412,online,543,95
2015-09-14 00:00:00,105,20547,305,412,online,644,54
2015-09-14 00:00:00,105,20174,303,401,online,1655,52
2015-09-14 00:00:00,105,20082,305,412,online,1163,35
2015-09-14 00:00:00,101,21379,305,412,offline,983,205
2015-09-14 00:00:00,102,22046,305,412,offline,1205,55
2015-09-14 00:00:00,105,20591,302,408,online,483,251
2015-09-14 00:00:00,105,20201,302,408,online,921,42
2015-09-14 00:00:00,105,21177,302,408,online,833,322
2015-09-14 00:00:00,102,20571,306,407,offline,763,19
2015-09-14 00:00:00,102,20973,306,407,offline,536,252
2015-09-14 00:00:00,104,21566,307,403,online,185,11
2015-09-14 00:00:00,105,20413,306,407,online,835,130
2015-09-14 00:00:00,104,20944,301,405,online,498,37
2015-09-14 00:00:00,104,22021,307,403,online,429,124
2015-09-14 00:00:00,104,21061,308,404,online,642,754
2015-09-14 00:00:00,102,21519,303,401,offline,1024,25
2015-09-14 00:00:00,102,20354,303,401,offline,1422,10
2015-09-14 00:00:00,102,21787,302,408,offline,881,58
2015-09-14 00:00:00,102,21019,302,408,offline,894,89
2015-09-14 00:00:00,101,20656,305,412,offline,386,67
2015-09-14 00:00:00,101,21017,305,412,offline,655,38
2015-09-14 00:00:00,101,22035,305,412,offline,2017,26
2015-09-14 00:00:00,101,22046,305,412,offline,1211,33
2015-09-14 00:00:00,101,21121,305,412,offline,253,63
2015-09-14 00:00:00,103,20912,305,412,offline,465,29
2015-09-15 00:00:00,105,20174,303,401,online,2519.24,15
2015-09-15 00:00:00,104,21049,304,409,offline,1855,5
2015-09-15 00:00:00,105,20208,302,408,online,1014,127
2015-09-15 00:00:00,103,20780,306,407,offline,922,32
2015-09-15 00:00:00,102,22001,303,401,offline,1713,27
2015-09-15 00:00:00,103,20560,306,407,offline,773,176
2015-09-15 00:00:00,102,22047,306,407,offline,994,81
2015-09-15 00:00:00,102,20663,306,407,offline,655,69
2015-09-15 00:00:00,101,20260,306,407,offline,613,204
2015-09-15 00:00:00,101,20844,303,401,offline,2343,104
2015-09-15 00:00:00,101,21659,306,407,offline,694,225
2015-09-15 00:00:00,104,20986,304,409,offline,1269,6
2015-09-15 00:00:00,104,21422,308,404,online,628,7
2015-09-15 00:00:00,103,21395,302,408,offline,903,26
2015-09-15 00:00:00,102,21517,306,407,offline,845,201
2015-09-15 00:00:00,101,20989,302,408,offline,1516,56
2015-09-15 00:00:00,101,20988,303,401,offline,506,16
2015-09-15 00:00:00,103,20576,302,408,offline,1004,207
2015-09-15 00:00:00,101,20844,303,401,offline,2349,24
2015-09-15 00:00:00,101,22047,306,407,offline,992,83
2015-09-15 00:00:00,101,20230,306,407,offline,867,75
2015-09-15 00:00:00,103,21327,302,408,offline,2916,56
2015-09-16 00:00:00,101,21057,303,401,offline,1041,16
2015-09-16 00:00:00,101,21028,306,407,offline,1101,26
2015-09-16 00:00:00,101,21588,303,401,offline,1138,39
2015-09-16 00:00:00,101,20009,306,407,offline,676,159
2015-09-16 00:00:00,101,20713,305,412,offline,794,43
2015-09-16 00:00:00,105,20457,305,412,online,157,102
2015-09-16 00:00:00,105,21053,306,407,online,606,113
2015-09-16 00:00:00,101,20844,303,401,offline,2352,57
2015-09-16 00:00:00,105,20487,303,401,online,1224.24,13
2015-09-16 00:00:00,103,20916,306,407,offline,490,205
2015-09-16 00:00:00,103,20988,303,401,offline,507,29
2015-09-16 00:00:00,104,20003,301,405,online,733,116
2015-09-16 00:00:00,104,21277,308,404,online,989,28
2015-09-16 00:00:00,101,21028,306,407,offline,1104,49
2015-09-16 00:00:00,102,21912,302,408,offline,752,24
2015-09-16 00:00:00,102,21379,305,412,offline,988,39
2015-09-16 00:00:00,101,21511,306,407,offline,723,203
2015-09-16 00:00:00,102,20230,306,407,offline,869,51
2015-09-16 00:00:00,102,20977,302,408,offline,487,125
2015-09-16 00:00:00,103,21499,303,401,offline,2016,9
2015-09-16 00:00:00,103,20459,305,412,offline,1662,9
2015-09-16 00:00:00,103,21920,305,412,offline,764,12
2015-09-16 00:00:00,101,22046,305,412,offline,1217,13
2015-09-16 00:00:00,101,21121,305,412,offline,249,59
2015-09-16 00:00:00,101,21347,303,401,offline,1104,47
2015-09-16 00:00:00,102,21644,303,401,offline,315,24
2015-09-16 00:00:00,102,20402,303,401,offline,609,11
2015-09-16 00:00:00,102,21347,303,401,offline,1141,45
2015-09-16 00:00:00,102,21279,302,408,offline,1319,19
2015-09-16 00:00:00,102,20584,306,407,offline,773,156
2015-09-16 00:00:00,103,21370,306,407,offline,646,104
2015-09-16 00:00:00,103,20810,306,407,offline,674,44
2015-09-16 00:00:00,101,21475,306,407,offline,1207,26
2015-09-16 00:00:00,101,21517,306,407,offline,853,21
2015-09-16 00:00:00,101,21739,306,407,offline,771,21
2015-09-17 00:00:00,105,20007,305,412,online,91,18
2015-09-17 00:00:00,105,21461,305,412,online,421,4
2015-09-17 00:00:00,102,21830,305,412,offline,893,54
2015-09-17 00:00:00,105,21619,306,402,online,263,185
2015-09-17 00:00:00,105,21861,306,407,online,1158,14
2015-09-17 00:00:00,104,20911,301,405,online,1030,36
2015-09-17 00:00:00,104,21315,307,403,online,379,43
2015-09-17 00:00:00,102,20663,306,407,offline,669,51
2015-09-17 00:00:00,104,21422,308,404,online,630,109
2015-09-17 00:00:00,102,20230,306,407,offline,868,39
2015-09-17 00:00:00,102,21273,302,408,offline,2706,42
2015-09-17 00:00:00,102,21745,303,401,offline,1713,51
2015-09-17 00:00:00,101,20441,306,407,offline,1245,25
2015-09-17 00:00:00,103,21347,303,401,offline,1135,102
2015-09-17 00:00:00,103,20774,306,407,offline,840,54
2015-09-17 00:00:00,101,20973,306,407,offline,539,101
2015-09-17 00:00:00,103,21052,303,401,offline,1513,44
2015-09-17 00:00:00,101,21745,303,401,offline,1716,109
2015-09-17 00:00:00,101,21657,306,407,offline,523,503
2015-09-17 00:00:00,101,22068,302,408,offline,941,129
2015-09-17 00:00:00,101,21052,303,401,offline,1505,104
2015-09-17 00:00:00,101,21347,303,401,offline,1138,34
2015-09-18 00:00:00,103,20338,302,408,offline,920,34
2015-09-18 00:00:00,102,21347,303,401,offline,1134,156
2015-09-18 00:00:00,104,21550,301,405,online,1002,14
2015-09-18 00:00:00,105,21744,302,408,online,559,8
2015-09-18 00:00:00,101,21673,305,412,offline,308.4,14
2015-09-18 00:00:00,101,20200,305,412,offline,555,103
2015-09-18 00:00:00,104,20085,301,405,online,904,124
2015-09-18 00:00:00,104,20944,301,405,online,486,21
2015-09-18 00:00:00,104,21566,307,403,online,201,208
2015-09-18 00:00:00,104,20065,308,404,online,1102,32
2015-09-18 00:00:00,104,21183,307,403,online,433,33
2015-09-18 00:00:00,104,20949,307,403,online,522,16
2015-09-18 00:00:00,103,20713,305,412,offline,782,22
2015-09-18 00:00:00,101,20774,306,407,offline,831,56
2015-09-18 00:00:00,103,20695,305,412,offline,1602,11
2015-09-18 00:00:00,101,20550,303,401,offline,1336,12
2015-09-18 00:00:00,101,21347,303,401,offline,1136,13
2015-09-18 00:00:00,102,20571,306,407,offline,774,127
2015-09-18 00:00:00,102,21744,302,408,offline,557,85
2015-09-18 00:00:00,102,21912,302,408,offline,751,28
2015-09-18 00:00:00,102,21297,306,407,offline,1204,8
2015-09-18 00:00:00,101,20260,306,407,offline,612,37
2015-09-18 00:00:00,101,20518,305,412,offline,1063,9
2015-09-18 00:00:00,101,21518,305,412,offline,425,52
2015-09-18 00:00:00,101,20457,305,412,offline,167,86
2015-09-18 00:00:00,104,20778,307,403,online,693,2
2015-09-18 00:00:00,101,20656,305,412,offline,388,109
2015-09-18 00:00:00,101,20702,305,412,offline,305,38
2015-09-18 00:00:00,101,21413,303,401,offline,1408,108
2015-09-18 00:00:00,101,20342,305,412,offline,125,101
2015-09-19 00:00:00,101,20092,306,407,offline,731,15
2015-09-19 00:00:00,101,20327,302,408,offline,1341,10
2015-09-19 00:00:00,101,21985,305,412,offline,789,105
2015-09-19 00:00:00,101,20481,306,407,offline,498,109
2015-09-19 00:00:00,101,21858,306,407,offline,1104,83
2015-09-19 00:00:00,105,21673,305,412,online,303.4,33
2015-09-19 00:00:00,105,20139,306,407,online,503,51
2015-09-19 00:00:00,105,20637,306,407,online,1065,14
2015-09-19 00:00:00,101,22031,305,412,offline,284,33
2015-09-19 00:00:00,101,21001,305,412,offline,917,49
2015-09-19 00:00:00,102,20608,302,408,offline,1205,14
2015-09-19 00:00:00,102,21554,302,408,offline,1253,31
2015-09-19 00:00:00,103,20013,303,401,offline,4164,8
2015-09-19 00:00:00,104,20219,301,405,online,412,183
2015-09-19 00:00:00,104,20416,301,405,online,763,50
2015-09-19 00:00:00,105,21861,306,407,online,1167,24
2015-09-19 00:00:00,103,21659,306,407,offline,703,53
2015-09-19 00:00:00,101,20591,302,408,offline,496,206
2015-09-19 00:00:00,103,20483,305,412,offline,298,74
2015-09-19 00:00:00,103,22046,305,412,offline,1201,29
2015-09-19 00:00:00,103,21610,306,407,offline,608,57
2015-09-19 00:00:00,103,21533,306,407,offline,1117,15
2015-09-19 00:00:00,103,21271,306,407,offline,469,34
2015-09-19 00:00:00,102,20279,306,407,offline,656,48
2015-09-19 00:00:00,102,21644,303,401,offline,307,87
